DayOfWeek,Date,DepTime,ArrTime,CRSArrTime,Airline,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Org_Airport,Dest,Dest_Airport,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
3,03-01-2019,2230,104,2340,American Airlines Inc.,190,N378SW,94,110,84,84,100,OAK,Oakland International Airport,PHX,Phoenix Sky Harbor International Airport,646,2,8,0,N,0,0,0,6,0,78
3,03-01-2019,2015,2255,2110,American Airlines Inc.,1222,N304SW,100,115,86,105,120,OAK,Oakland International Airport,PHX,Phoenix Sky Harbor International Airport,646,4,10,0,N,0,2,0,0,0,103
3,03-01-2019,1209,1447,1415,American Airlines Inc.,1686,N207WN,98,110,86,32,44,OAK,Oakland International Airport,PHX,Phoenix Sky Harbor International Airport,646,3,9,0,N,0,6,0,0,0,26
3,03-01-2019,1727,1824,1655,American Airlines Inc.,985,N752SW,57,50,31,89,82,OAK,Oakland International Airport,RNO,Reno/Tahoe International Airport,180,5,21,0,N,0,14,0,7,0,68
3,03-01-2019,1330,1435,1345,American Airlines Inc.,3502,N601WN,65,50,33,50,35,OAK,Oakland International Airport,RNO,Reno/Tahoe International Airport,180,4,28,0,N,0,30,0,15,0,5
3,03-01-2019,1736,1858,1815,American Airlines Inc.,318,N474WN,82,85,61,43,46,OAK,Oakland International Airport,SAN,San Diego International Airport (Lindbergh Field),446,4,17,0,N,0,0,0,1,0,42
3,03-01-2019,1457,1613,1550,American Airlines Inc.,828,N270WN,76,80,66,23,27,OAK,Oakland International Airport,SAN,San Diego International Airport (Lindbergh Field),446,2,8,0,N,0,17,0,0,0,6
3,03-01-2019,1213,1332,1305,American Airlines Inc.,1065,N473WN,79,85,64,27,33,OAK,Oakland International Airport,SAN,San Diego International Airport (Lindbergh Field),446,3,12,0,N,0,5,0,0,0,22
3,03-01-2019,1813,1945,1910,American Airlines Inc.,1255,N361SW,92,85,66,35,28,OAK,Oakland International Airport,SAN,San Diego International Airport (Lindbergh Field),446,3,23,0,N,0,0,0,7,0,28
3,03-01-2019,1945,2110,2055,American Airlines Inc.,2269,N489WN,85,85,61,15,15,OAK,Oakland International Airport,SAN,San Diego International Airport (Lindbergh Field),446,3,21,0,N,0,0,0,5,0,10
3,03-01-2019,1421,1539,1455,American Airlines Inc.,2719,N466WN,78,85,64,44,51,OAK,Oakland International Airport,SAN,San Diego International Airport (Lindbergh Field),446,4,10,0,N,0,18,0,0,0,26
3,03-01-2019,1651,1818,1745,American Airlines Inc.,2884,N795SW,87,85,67,33,31,OAK,Oakland International Airport,SAN,San Diego International Airport (Lindbergh Field),446,4,16,0,N,0,11,0,2,0,20
3,03-01-2019,2056,2221,2135,American Airlines Inc.,3058,N224WN,85,85,66,46,46,OAK,Oakland International Airport,SAN,San Diego International Airport (Lindbergh Field),446,4,15,0,N,0,12,0,0,0,34
3,03-01-2019,1503,1729,1615,American Airlines Inc.,237,N281WN,146,120,91,74,48,OAK,Oakland International Airport,SEA,Seattle-Tacoma International Airport,671,5,50,0,N,0,8,0,26,0,40
3,03-01-2019,1223,1413,1345,American Airlines Inc.,256,N336SW,110,120,89,28,38,OAK,Oakland International Airport,SEA,Seattle-Tacoma International Airport,671,3,18,0,N,0,22,0,0,0,6
3,03-01-2019,1800,2014,1935,American Airlines Inc.,872,N337SW,134,120,106,39,25,OAK,Oakland International Airport,SEA,Seattle-Tacoma International Airport,671,4,24,0,N,0,12,0,14,0,13
3,03-01-2019,1745,2000,1855,American Airlines Inc.,1071,N315SW,135,120,113,65,50,OAK,Oakland International Airport,SEA,Seattle-Tacoma International Airport,671,7,15,0,N,0,20,0,15,0,30
3,03-01-2019,2153,2347,2255,American Airlines Inc.,2730,N273WN,114,120,91,52,58,OAK,Oakland International Airport,SEA,Seattle-Tacoma International Airport,671,5,18,0,N,0,20,0,0,0,32
3,03-01-2019,1325,1611,1540,American Airlines Inc.,125,N782SA,106,100,83,31,25,OAK,Oakland International Airport,SLC,Salt Lake City International Airport,588,2,21,0,N,0,21,0,6,0,4
3,03-01-2019,2120,2359,2310,American Airlines Inc.,246,N487WN,99,100,76,49,50,OAK,Oakland International Airport,SLC,Salt Lake City International Airport,588,6,17,0,N,0,8,0,0,0,41
3,03-01-2019,1039,1316,1300,American Airlines Inc.,1678,N219WN,97,105,77,16,24,OAK,Oakland International Airport,SLC,Salt Lake City International Airport,588,5,15,0,N,0,1,0,0,0,15
3,03-01-2019,1741,2027,1920,American Airlines Inc.,2282,N739GB,106,100,83,67,61,OAK,Oakland International Airport,SLC,Salt Lake City International Airport,588,3,20,0,N,0,0,0,6,0,61
3,03-01-2019,1857,2027,2010,American Airlines Inc.,80,N422WN,90,80,64,17,7,OAK,Oakland International Airport,SNA,John Wayne Airport (Orange County Airport),371,4,22,0,N,0,0,0,10,0,7
3,03-01-2019,1716,1832,1750,American Airlines Inc.,105,N292WN,76,80,60,42,46,OAK,Oakland International Airport,SNA,John Wayne Airport (Orange County Airport),371,4,12,0,N,0,30,0,0,0,12
3,03-01-2019,1325,1453,1340,American Airlines Inc.,1854,N758SW,88,80,63,73,65,OAK,Oakland International Airport,SNA,John Wayne Airport (Orange County Airport),371,3,22,0,N,0,15,0,8,0,50
3,03-01-2019,1445,1602,1525,American Airlines Inc.,3766,N434WN,77,80,62,37,40,OAK,Oakland International Airport,SNA,John Wayne Airport (Orange County Airport),371,3,12,0,N,0,17,0,0,0,20
3,03-01-2019,1948,2025,1945,American Airlines Inc.,900,N679AA,97,95,81,40,38,OKC,Will Rogers World Airport,DEN,Denver International Airport,495,8,8,0,N,0,11,0,2,0,27
3,03-01-2019,1944,2053,1950,American Airlines Inc.,1257,N507SW,69,80,60,63,74,OKC,Will Rogers World Airport,HOU,William P. Hobby Airport,419,2,7,0,N,0,5,0,0,0,58
3,03-01-2019,1914,2017,2000,American Airlines Inc.,1230,N677AA,63,65,50,17,19,OKC,Will Rogers World Airport,MCI,Kansas City International Airport,313,4,9,0,N,0,0,0,0,0,17
3,03-01-2019,1717,1843,1750,American Airlines Inc.,303,N683SW,146,145,135,53,52,OKC,Will Rogers World Airport,PHX,Phoenix Sky Harbor International Airport,833,4,7,0,N,0,5,0,1,0,47
3,03-01-2019,1403,1525,1430,American Airlines Inc.,877,N362SW,142,145,132,55,58,OKC,Will Rogers World Airport,PHX,Phoenix Sky Harbor International Airport,833,4,6,0,N,0,3,0,0,0,52
3,03-01-2019,1658,1817,1750,American Airlines Inc.,86,N627SW,79,80,67,27,28,OKC,Will Rogers World Airport,STL,St. Louis International Airport at Lambert Field,462,5,7,0,N,0,16,0,0,0,11
3,03-01-2019,2023,2153,2040,American Airlines Inc.,153,N658SW,90,80,64,73,63,OMA,Eppley Airfield,MDW,Chicago Midway International Airport,423,19,7,0,N,0,0,0,10,0,63
3,03-01-2019,1618,1733,1550,American Airlines Inc.,1153,N440LV,75,80,63,103,108,OMA,Eppley Airfield,MDW,Chicago Midway International Airport,423,4,8,0,N,0,1,0,0,0,102
3,03-01-2019,1121,1242,1225,American Airlines Inc.,1333,N334SW,81,80,67,17,16,OMA,Eppley Airfield,MDW,Chicago Midway International Airport,423,6,8,0,N,0,5,0,1,0,11
3,03-01-2019,1925,2045,1910,American Airlines Inc.,3919,N205WN,80,80,61,95,95,OMA,Eppley Airfield,MDW,Chicago Midway International Airport,423,6,13,0,N,0,0,0,0,0,95
3,03-01-2019,2045,2238,2100,American Airlines Inc.,242,N797MX,173,175,161,98,100,OMA,Eppley Airfield,PHX,Phoenix Sky Harbor International Airport,1037,5,7,0,N,0,11,0,0,0,87
3,03-01-2019,1925,2024,1925,American Airlines Inc.,479,N622SW,59,65,49,59,65,OMA,Eppley Airfield,STL,St. Louis International Airport at Lambert Field,342,3,7,0,N,0,1,0,0,0,58
3,03-01-2019,1117,1645,1630,American Airlines Inc.,879,N495WN,208,220,197,15,27,ONT,Ontario International Airport,BNA,Nashville International Airport,1751,6,5,0,N,0,5,0,0,0,10
3,03-01-2019,1523,1627,1555,American Airlines Inc.,239,N660SW,64,60,39,32,28,ONT,Ontario International Airport,LAS,McCarran International Airport,197,19,6,0,N,0,4,0,4,0,24
3,03-01-2019,1718,1810,1715,American Airlines Inc.,564,N455WN,52,60,42,55,63,ONT,Ontario International Airport,LAS,McCarran International Airport,197,3,7,0,N,0,9,0,0,0,46
3,03-01-2019,1008,1106,1015,American Airlines Inc.,773,N472WN,58,60,41,51,53,ONT,Ontario International Airport,LAS,McCarran International Airport,197,4,13,0,N,0,0,0,33,0,18
3,03-01-2019,1755,1846,1830,American Airlines Inc.,1583,N600WN,51,60,39,16,25,ONT,Ontario International Airport,LAS,McCarran International Airport,197,5,7,0,N,0,4,0,0,0,12
3,03-01-2019,1916,2013,1950,American Airlines Inc.,3746,N321SW,57,60,40,23,26,ONT,Ontario International Airport,LAS,McCarran International Airport,197,11,6,0,N,0,3,0,0,0,20
3,03-01-2019,1531,1648,1540,American Airlines Inc.,985,N328SW,77,75,68,68,66,ONT,Ontario International Airport,OAK,Oakland International Airport,361,4,5,0,N,0,14,0,2,0,52
3,03-01-2019,2110,2226,2145,American Airlines Inc.,1075,N636WN,76,75,68,41,40,ONT,Ontario International Airport,OAK,Oakland International Airport,361,2,6,0,N,0,0,0,1,0,40
3,03-01-2019,2150,2312,2240,American Airlines Inc.,1480,N292WN,82,75,71,32,25,ONT,Ontario International Airport,OAK,Oakland International Airport,361,3,8,0,N,0,0,0,7,0,25
3,03-01-2019,1959,2111,2035,American Airlines Inc.,2730,N273WN,72,75,62,36,39,ONT,Ontario International Airport,OAK,Oakland International Airport,361,3,7,0,N,0,4,0,0,0,32
3,03-01-2019,1734,1857,1835,American Airlines Inc.,3852,N654SW,83,75,69,22,14,ONT,Ontario International Airport,OAK,Oakland International Airport,361,4,10,0,N,0,0,0,8,0,14
3,03-01-2019,1947,2158,2045,American Airlines Inc.,835,N460WN,71,65,53,73,67,ONT,Ontario International Airport,PHX,Phoenix Sky Harbor International Airport,325,6,12,0,N,0,1,0,6,0,66
3,03-01-2019,1528,1727,1655,American Airlines Inc.,1424,N385SW,59,70,49,32,43,ONT,Ontario International Airport,PHX,Phoenix Sky Harbor International Airport,325,3,7,0,N,0,1,0,0,0,31
3,03-01-2019,2158,2352,2320,American Airlines Inc.,2458,N409WN,54,65,45,32,43,ONT,Ontario International Airport,PHX,Phoenix Sky Harbor International Airport,325,4,5,0,N,0,0,0,0,0,32
3,03-01-2019,1743,1855,1835,American Airlines Inc.,187,N690SW,72,70,55,20,18,ONT,Ontario International Airport,SJC,Norman Y. Mineta San José International Airport,333,8,9,0,N,0,2,0,2,0,16
3,03-01-2019,1215,1319,1255,American Airlines Inc.,906,N301SW,64,70,54,24,30,ONT,Ontario International Airport,SJC,Norman Y. Mineta San José International Airport,333,4,6,0,N,0,2,0,0,0,22
3,03-01-2019,1603,1708,1625,American Airlines Inc.,2645,N788SA,65,70,55,43,48,ONT,Ontario International Airport,SJC,Norman Y. Mineta San José International Airport,333,4,6,0,N,0,20,0,0,0,23
3,03-01-2019,2134,2257,2200,American Airlines Inc.,3691,N257WN,83,70,58,57,44,ONT,Ontario International Airport,SJC,Norman Y. Mineta San José International Airport,333,11,14,0,N,0,0,0,13,0,44
3,03-01-2019,2248,6,2250,American Airlines Inc.,551,N795SW,78,75,63,76,73,ONT,Ontario International Airport,SMF,Sacramento International Airport,389,5,10,0,N,0,0,0,3,0,73
3,03-01-2019,1946,2106,2045,American Airlines Inc.,1679,N645SW,80,80,65,21,21,ONT,Ontario International Airport,SMF,Sacramento International Airport,389,4,11,0,N,0,0,0,0,0,21
3,03-01-2019,1357,1513,1455,American Airlines Inc.,2105,N313SW,76,80,64,18,22,ONT,Ontario International Airport,SMF,Sacramento International Airport,389,4,8,0,N,0,1,0,0,0,17
3,03-01-2019,2046,2159,2130,American Airlines Inc.,2901,N265WN,73,80,61,29,36,ONT,Ontario International Airport,SMF,Sacramento International Airport,389,5,7,0,N,0,0,0,0,0,29
3,03-01-2019,1753,1845,1810,American Airlines Inc.,1320,N456WN,52,50,37,35,33,ORF,Norfolk International Airport,BWI,Baltimore-Washington International Airport,159,5,10,0,N,0,9,0,2,0,24
3,03-01-2019,1433,1526,1510,American Airlines Inc.,2362,N454WN,53,50,41,16,13,ORF,Norfolk International Airport,BWI,Baltimore-Washington International Airport,159,3,9,0,N,0,13,0,3,0,0
3,03-01-2019,1031,1122,1100,American Airlines Inc.,3604,N257WN,51,50,38,22,21,ORF,Norfolk International Airport,BWI,Baltimore-Washington International Airport,159,5,8,0,N,0,13,0,1,0,8
3,03-01-2019,749,837,810,American Airlines Inc.,3679,N434WN,48,50,39,27,29,ORF,Norfolk International Airport,BWI,Baltimore-Washington International Airport,159,2,7,0,N,0,27,0,0,0,0
3,03-01-2019,816,941,840,American Airlines Inc.,1574,N791SW,85,105,73,61,81,ORF,Norfolk International Airport,JAX,Jacksonville International Airport,543,4,8,0,N,0,61,0,0,0,0
3,03-01-2019,1711,1840,1825,American Airlines Inc.,2019,N392SW,89,105,77,15,31,ORF,Norfolk International Airport,JAX,Jacksonville International Airport,543,4,8,0,N,0,3,0,0,0,12
3,03-01-2019,1314,1538,1445,American Airlines Inc.,2363,N405WN,324,335,308,53,64,ORF,Norfolk International Airport,LAS,McCarran International Airport,2155,7,9,0,N,0,41,0,0,0,12
3,03-01-2019,1016,1214,1120,American Airlines Inc.,1134,N391SW,118,125,98,54,61,ORF,Norfolk International Airport,MCO,Orlando International Airport,655,6,14,0,N,0,1,0,0,0,53
3,03-01-2019,1437,1633,1535,American Airlines Inc.,48,N661SW,116,135,105,58,77,ORF,Norfolk International Airport,TPA,Tampa International Airport,717,5,6,0,N,0,25,0,0,0,33
3,03-01-2019,2042,2256,2210,American Airlines Inc.,165,N749SW,134,140,122,46,52,PBI,Palm Beach International Airport,BWI,Baltimore-Washington International Airport,883,3,9,0,N,0,18,0,0,0,28
3,03-01-2019,1637,1854,1825,American Airlines Inc.,1143,N459WN,137,145,121,29,37,PBI,Palm Beach International Airport,BWI,Baltimore-Washington International Airport,883,6,10,0,N,0,6,0,0,0,23
3,03-01-2019,1908,2147,2115,American Airlines Inc.,1425,N237WN,159,155,144,32,28,PBI,Palm Beach International Airport,ISP,Long Island MacArthur Airport,1052,4,11,0,N,0,16,0,4,0,12
3,03-01-2019,1441,1529,1450,American Airlines Inc.,3686,N649SW,48,50,35,39,41,PBI,Palm Beach International Airport,TPA,Tampa International Airport,174,5,8,0,N,0,8,0,0,0,31
3,03-01-2019,1106,1436,1415,American Airlines Inc.,3425,N755SA,150,150,137,21,21,PDX,Portland International Airport,ABQ,Albuquerque International Sunport,1111,5,8,0,N,0,21,0,0,0,0
3,03-01-2019,1632,1832,1810,American Airlines Inc.,2991,N378SW,60,60,49,22,22,PDX,Portland International Airport,BOI,Boise Airport (Boise Air Terminal),344,3,8,0,N,0,15,0,0,0,7
3,03-01-2019,1619,1715,1620,American Airlines Inc.,957,N258WN,56,55,45,55,54,PDX,Portland International Airport,GEG,Spokane International Airport,279,5,6,0,N,0,17,0,1,0,37
3,03-01-2019,2132,2222,2150,American Airlines Inc.,3155,N449WN,50,60,39,32,42,PDX,Portland International Airport,GEG,Spokane International Airport,279,4,7,0,N,0,23,0,0,0,9
3,03-01-2019,2054,2259,2235,American Airlines Inc.,874,N678AA,125,120,113,24,19,PDX,Portland International Airport,LAS,McCarran International Airport,762,7,5,0,N,0,12,0,5,0,7
3,03-01-2019,1546,1759,1705,American Airlines Inc.,2186,N692SW,133,125,119,54,46,PDX,Portland International Airport,LAS,McCarran International Airport,762,8,6,0,N,0,16,0,8,0,30
3,03-01-2019,1111,1323,1300,American Airlines Inc.,3070,N660SW,132,125,119,23,16,PDX,Portland International Airport,LAS,McCarran International Airport,762,4,9,0,N,0,16,0,7,0,0
3,03-01-2019,1431,2013,1925,American Airlines Inc.,3228,N717SA,222,230,209,48,56,PDX,Portland International Airport,MDW,Chicago Midway International Airport,1751,6,7,0,N,0,20,0,0,0,28
3,03-01-2019,2154,2337,2205,American Airlines Inc.,447,N427WN,103,100,93,92,89,PDX,Portland International Airport,OAK,Oakland International Airport,543,3,7,0,N,0,12,0,3,0,77
3,03-01-2019,1950,2130,2025,American Airlines Inc.,582,N629SW,100,105,88,65,70,PDX,Portland International Airport,OAK,Oakland International Airport,543,5,7,0,N,0,55,0,0,0,10
3,03-01-2019,1437,1624,1605,American Airlines Inc.,753,N292WN,107,100,84,19,12,PDX,Portland International Airport,OAK,Oakland International Airport,543,17,6,0,N,0,0,0,7,12,0
3,03-01-2019,1207,1339,1320,American Airlines Inc.,1585,N766SW,92,100,83,19,27,PDX,Portland International Airport,OAK,Oakland International Airport,543,4,5,0,N,0,0,0,0,11,8
3,03-01-2019,1119,1450,1435,American Airlines Inc.,451,N619SW,151,150,137,15,14,PDX,Portland International Airport,PHX,Phoenix Sky Harbor International Airport,1009,7,7,0,N,0,0,0,1,14,0
3,03-01-2019,2000,2321,2220,American Airlines Inc.,789,N328SW,141,150,131,61,70,PDX,Portland International Airport,PHX,Phoenix Sky Harbor International Airport,1009,5,5,0,N,0,16,0,0,0,45
3,03-01-2019,2056,2213,2055,American Airlines Inc.,1939,N239WN,77,75,62,78,76,PDX,Portland International Airport,RNO,Reno/Tahoe International Airport,444,6,9,0,N,0,5,0,2,0,71
3,03-01-2019,1440,1602,1540,American Airlines Inc.,3513,N686SW,82,80,69,22,20,PDX,Portland International Airport,RNO,Reno/Tahoe International Airport,444,4,9,0,N,0,20,0,2,0,0
3,03-01-2019,2009,2205,2110,American Airlines Inc.,625,N619SW,116,105,102,55,44,PDX,Portland International Airport,SJC,Norman Y. Mineta San José International Airport,569,5,9,0,N,0,1,0,11,0,43
3,03-01-2019,1628,1819,1735,American Airlines Inc.,2441,N344SW,111,105,100,44,38,PDX,Portland International Airport,SJC,Norman Y. Mineta San José International Airport,569,5,6,0,N,0,9,0,6,0,29
3,03-01-2019,1152,1345,1320,American Airlines Inc.,2558,N337SW,113,105,101,25,17,PDX,Portland International Airport,SJC,Norman Y. Mineta San José International Airport,569,5,7,0,N,0,5,0,8,0,12
3,03-01-2019,1808,2046,2025,American Airlines Inc.,159,N618WN,98,105,84,21,28,PDX,Portland International Airport,SLC,Salt Lake City International Airport,630,3,11,0,N,0,7,0,0,0,14
3,03-01-2019,1324,1457,1440,American Airlines Inc.,71,N312SW,93,85,82,17,9,PDX,Portland International Airport,SMF,Sacramento International Airport,479,4,7,0,N,0,9,0,8,0,0
3,03-01-2019,1137,1308,1245,American Airlines Inc.,1424,N385SW,91,85,79,23,17,PDX,Portland International Airport,SMF,Sacramento International Airport,479,4,8,0,N,0,13,0,6,0,4
3,03-01-2019,2100,2226,2005,American Airlines Inc.,2807,N344SW,86,85,72,141,140,PDX,Portland International Airport,SMF,Sacramento International Airport,479,4,10,0,N,0,3,0,1,0,137
3,03-01-2019,2127,2254,2210,American Airlines Inc.,2890,N660SW,87,85,71,44,42,PDX,Portland International Airport,SMF,Sacramento International Airport,479,6,10,0,N,0,0,0,2,0,42
3,03-01-2019,1534,1704,1640,American Airlines Inc.,3659,N321SW,90,85,79,24,19,PDX,Portland International Airport,SMF,Sacramento International Airport,479,5,6,0,N,0,7,0,5,0,12
3,03-01-2019,1702,1918,1825,American Airlines Inc.,455,N346SW,136,160,116,53,77,PHL,Philadelphia International Airport,MCO,Orlando International Airport,861,8,12,0,N,0,18,0,0,0,35
3,03-01-2019,2109,2237,2205,American Airlines Inc.,370,N213WN,148,145,101,32,29,PHL,Philadelphia International Airport,MDW,Chicago Midway International Airport,668,28,19,0,N,0,3,0,3,0,26
3,03-01-2019,1544,1704,1610,American Airlines Inc.,434,N604SW,80,70,58,54,44,PHL,Philadelphia International Airport,MHT,Manchester-Boston Regional Airport,290,3,19,0,N,0,11,0,10,0,33
3,03-01-2019,1738,1834,1750,American Airlines Inc.,461,N791SW,56,75,43,44,63,PHL,Philadelphia International Airport,PIT,Pittsburgh International Airport,267,5,8,0,N,0,0,0,0,0,44
3,03-01-2019,1429,1532,1430,American Airlines Inc.,1574,N791SW,63,75,46,62,74,PHL,Philadelphia International Airport,PIT,Pittsburgh International Airport,267,6,11,0,N,0,0,0,0,0,62
3,03-01-2019,2034,2135,2100,Frontier Airlines Inc.,31,N793SA,61,65,43,35,39,PHL,Philadelphia International Airport,PVD,Theodore Francis Green State Airport,238,5,13,0,N,0,2,0,0,0,33
3,03-01-2019,1246,1347,1315,Frontier Airlines Inc.,476,N237WN,61,70,48,32,41,PHL,Philadelphia International Airport,PVD,Theodore Francis Green State Airport,238,3,10,0,N,0,6,0,0,0,26
3,03-01-2019,1442,1545,1520,Frontier Airlines Inc.,1236,N614SW,63,65,50,25,27,PHL,Philadelphia International Airport,PVD,Theodore Francis Green State Airport,238,3,10,0,N,0,0,0,0,0,25
3,03-01-2019,1930,2036,2000,Frontier Airlines Inc.,312,N604SW,66,95,52,36,65,PHL,Philadelphia International Airport,RDU,Raleigh-Durham International Airport,336,2,12,0,N,0,7,0,0,0,29
3,03-01-2019,2010,2237,2220,Frontier Airlines Inc.,929,N521SW,147,175,129,17,45,PHL,Philadelphia International Airport,TPA,Tampa International Airport,920,5,13,0,N,0,3,0,0,0,14
3,03-01-2019,1449,1714,1655,Frontier Airlines Inc.,998,N369SW,145,170,127,19,44,PHL,Philadelphia International Airport,TPA,Tampa International Airport,920,4,14,0,N,0,6,0,0,0,13
3,03-01-2019,2235,2330,2255,Frontier Airlines Inc.,408,N610WN,55,60,42,35,40,PHX,Phoenix Sky Harbor International Airport,ABQ,Albuquerque International Sunport,328,4,9,0,N,0,2,0,0,0,33
3,03-01-2019,1438,1536,1505,Frontier Airlines Inc.,555,N506SW,58,60,41,31,33,PHX,Phoenix Sky Harbor International Airport,ABQ,Albuquerque International Sunport,328,3,14,0,N,0,20,0,0,0,11
3,03-01-2019,1841,1938,1825,Frontier Airlines Inc.,746,N637SW,57,65,41,73,81,PHX,Phoenix Sky Harbor International Airport,ABQ,Albuquerque International Sunport,328,6,10,0,N,0,11,0,0,0,62
3,03-01-2019,1658,1754,1730,Frontier Airlines Inc.,2614,N602SW,56,60,42,24,28,PHX,Phoenix Sky Harbor International Airport,ABQ,Albuquerque International Sunport,328,3,11,0,N,0,5,0,0,0,19
3,03-01-2019,2045,42,15,Frontier Airlines Inc.,109,N269WN,177,190,166,27,40,PHX,Phoenix Sky Harbor International Airport,BNA,Nashville International Airport,1448,4,7,0,N,0,3,0,0,0,24
3,03-01-2019,1709,2106,2005,Frontier Airlines Inc.,891,N400WN,177,190,163,61,74,PHX,Phoenix Sky Harbor International Airport,BNA,Nashville International Airport,1448,3,11,0,N,0,7,0,0,0,54
3,03-01-2019,1321,1730,1710,Frontier Airlines Inc.,1058,N202WN,189,195,165,20,26,PHX,Phoenix Sky Harbor International Airport,BNA,Nashville International Airport,1448,7,17,0,N,0,4,0,0,0,16
3,03-01-2019,1457,1527,1405,Frontier Airlines Inc.,10,N684WN,90,85,74,82,77,PHX,Phoenix Sky Harbor International Airport,BUR,Bob Hope Airport (Hollywood Burbank Airport),369,2,14,0,N,0,0,0,5,0,77
3,03-01-2019,1836,1902,1810,Frontier Airlines Inc.,806,N711HK,86,80,70,52,46,PHX,Phoenix Sky Harbor International Airport,BUR,Bob Hope Airport (Hollywood Burbank Airport),369,3,13,0,N,0,0,0,6,0,46
3,03-01-2019,1933,1955,1855,Frontier Airlines Inc.,921,N430WN,82,80,70,60,58,PHX,Phoenix Sky Harbor International Airport,BUR,Bob Hope Airport (Hollywood Burbank Airport),369,2,10,0,N,0,0,0,3,0,57
3,03-01-2019,1121,1151,1125,Frontier Airlines Inc.,957,N344SW,90,90,70,26,26,PHX,Phoenix Sky Harbor International Airport,BUR,Bob Hope Airport (Hollywood Burbank Airport),369,3,17,0,N,0,1,0,0,0,25
3,03-01-2019,2255,2318,2155,Frontier Airlines Inc.,3323,N718SW,83,80,71,83,80,PHX,Phoenix Sky Harbor International Airport,BUR,Bob Hope Airport (Hollywood Burbank Airport),369,2,10,0,N,0,10,0,3,0,70
3,03-01-2019,1523,2126,2055,Frontier Airlines Inc.,1686,N207WN,243,250,230,31,38,PHX,Phoenix Sky Harbor International Airport,BWI,Baltimore-Washington International Airport,1999,4,9,0,N,0,0,0,0,5,26
3,03-01-2019,2105,2240,2130,Frontier Airlines Inc.,964,N362SW,95,105,78,70,80,PHX,Phoenix Sky Harbor International Airport,DEN,Denver International Airport,602,6,11,0,N,0,22,0,0,0,48
3,03-01-2019,1004,1556,1540,Frontier Airlines Inc.,1428,N412WN,232,230,210,16,14,PHX,Phoenix Sky Harbor International Airport,DTW,Detroit Metropolitan Airport,1671,7,15,0,N,0,10,0,2,0,4
3,03-01-2019,1331,1440,1410,Frontier Airlines Inc.,116,N310SW,69,65,50,30,26,PHX,Phoenix Sky Harbor International Airport,ELP,El Paso International Airport,347,4,15,0,N,0,11,0,4,0,15
3,03-01-2019,1935,2029,2005,Frontier Airlines Inc.,481,N413WN,54,65,44,24,35,PHX,Phoenix Sky Harbor International Airport,ELP,El Paso International Airport,347,3,7,0,N,0,5,0,0,0,19
3,03-01-2019,2227,2327,2240,Frontier Airlines Inc.,3140,N418WN,60,65,45,47,52,PHX,Phoenix Sky Harbor International Airport,ELP,El Paso International Airport,347,5,10,0,N,0,43,0,0,0,4
3,03-01-2019,1648,2021,1940,Frontier Airlines Inc.,933,N214WN,153,145,118,41,33,PHX,Phoenix Sky Harbor International Airport,HOU,William P. Hobby Airport,1020,24,11,0,N,0,30,0,8,0,3
3,03-01-2019,2211,121,2320,Frontier Airlines Inc.,2268,N607SW,130,140,121,121,131,PHX,Phoenix Sky Harbor International Airport,HOU,William P. Hobby Airport,1020,3,6,0,N,0,10,0,0,0,111
3,03-01-2019,1802,2318,2245,Frontier Airlines Inc.,2726,N777QC,196,200,170,33,37,PHX,Phoenix Sky Harbor International Airport,IND,Indianapolis International Airport,1489,8,18,0,N,0,6,0,0,0,27
3,03-01-2019,1527,1527,1505,Frontier Airlines Inc.,538,N619SW,60,60,45,22,22,PHX,Phoenix Sky Harbor International Airport,LAS,McCarran International Airport,256,7,8,0,N,0,7,0,0,0,15
3,03-01-2019,1932,1949,1900,Frontier Airlines Inc.,875,N217JC,77,60,42,49,32,PHX,Phoenix Sky Harbor International Airport,LAS,McCarran International Airport,256,27,8,0,N,0,31,0,17,0,1
3,03-01-2019,928,929,910,Frontier Airlines Inc.,984,N449WN,61,70,44,19,28,PHX,Phoenix Sky Harbor International Airport,LAS,McCarran International Airport,256,5,12,0,N,0,19,0,0,0,0
3,03-01-2019,2201,2157,2125,Frontier Airlines Inc.,998,N369SW,56,65,43,32,41,PHX,Phoenix Sky Harbor International Airport,LAS,McCarran International Airport,256,7,6,0,N,0,11,0,0,0,21
3,03-01-2019,1619,1639,1600,Frontier Airlines Inc.,169,N550WN,80,80,62,39,39,PHX,Phoenix Sky Harbor International Airport,LAX,Los Angeles International Airport,370,5,13,0,N,0,1,0,0,0,38
3,03-01-2019,1448,1517,1500,Frontier Airlines Inc.,232,N740SW,89,80,63,17,8,PHX,Phoenix Sky Harbor International Airport,LAX,Los Angeles International Airport,370,8,18,0,N,0,8,0,9,0,0
3,03-01-2019,1913,1934,1835,Frontier Airlines Inc.,303,N683SW,81,80,64,59,58,PHX,Phoenix Sky Harbor International Airport,LAX,Los Angeles International Airport,370,7,10,0,N,0,0,0,6,0,53
3,03-01-2019,1940,2010,1935,Frontier Airlines Inc.,343,N687SW,90,80,63,35,25,PHX,Phoenix Sky Harbor International Airport,LAX,Los Angeles International Airport,370,20,7,0,N,0,10,0,10,0,15
